vote,age,gender,degree,locality,katz_centrality
0,18,M,2,"Tovarnik, Croatia",0.00271
0,47,F,1,"Split, Croatia",0.00275
0,28,M,6,unkown,0.00329
0,20,M,2,"Mali Zdenci, Croatia",0.00301
0,22,F,1,"Dubrovnik, Croatia",0.00296
0,38,M,1,"Zagreb, Croatia",0.00266
0,22,F,7,"Belisce, Croatia",0.00488
0,34,F,2,unkown,0.0034
0,20,M,30,"Zagreb, Croatia",0.00719
0,55,F,10,"Trski Vrh, Croatia",0.00356
0,41,F,7,"Cakovec, Croatia",0.0034
0,37,F,3,"Zadar, Croatia",0.0033
0,23,F,1,"Bad Aussee, Austria",0.00269
0,21,F,2,"Tomislavgrad, Bosnia and Herzegovina",0.00272
0,33,F,1,"34310, Pleternica, Croatia",0.00266
0,29,M,3,unkown,0.00277
0,23,M,12,unkown,0.00583
0,22,F,1,"Zagreb, Croatia",0.00266
0,25,F,2,"Zagreb, Croatia",0.00351
0,23,F,7,"Osijek, Croatia",0.00315
0,24,M,1,"Zagreb, Croatia",0.00266
0,21,M,4,"10380, Sveti Ivan Zelina, Croatia",0.00285
0,43,F,4,"Split, Croatia",0.00307
0,25,M,6,"Osijek, Croatia",0.00298
0,21,F,2,"Los Angeles, CA, USA",0.00272
0,15,F,3,"Ivanic-Grad, Croatia",0.00277
0,21,F,5,"Zagreb, Croatia",0.00323
0,21,F,2,unkown,0.00287
0,23,M,8,"34310, Pleternica, Croatia",0.00324
0,21,F,12,"Zagreb, Croatia",0.00416
0,16,M,12,"London, UK",0.0035
0,39,M,3,"Opuzen, Croatia",0.003
0,30,F,6,"Zagreb, Croatia",0.00315
0,16,F,5,"Gornji Muc, Croatia",0.00291
0,17,M,6,"21260, Imotski, Croatia",0.00318
0,22,M,7,unkown,0.00303
0,23,F,8,unkown,0.00434
0,16,F,6,unkown,0.00312
0,20,F,6,"Zadar, Croatia",0.003
0,23,F,16,"Osijek, Croatia",0.00549
0,25,F,1,"Stuttgart, Germany",0.00268
0,20,F,28,"Zagreb, Croatia",0.00716
0,43,M,5,"Vis, Croatia",0.00361
0,17,F,1,"Sibenik, Croatia",0.00267
0,25,F,1,"Mostar, Bosnia and Herzegovina",0.00271
0,46,F,13,"Osijek, Croatia",0.00413
0,50,F,1,"Rijeka Rezevici, Montenegro",0.00276
0,22,F,6,unkown,0.00321
0,26,M,4,"Rijeka, Croatia",0.00331
0,18,F,4,"Slavonski Brod, Croatia",0.00289
0,54,M,2,"Zagreb, Croatia",0.00276
0,18,F,5,"Zagreb, Croatia",0.00291
0,26,F,6,"Zagreb, Croatia",0.00318
0,18,M,5,"Pozega, Croatia",0.00298
0,19,F,6,unkown,0.00302
0,19,F,5,"Vodice, Croatia",0.00311
0,21,F,8,"Pozega, Croatia",0.00324
0,21,M,1,"Osijek, Croatia",0.00268
0,13,M,1,"Sesvete, Croatia",0.00266
0,16,M,2,"Lipik, Croatia",0.00274
0,22,M,1,"Kistanje, Croatia",0.00268
0,21,F,1,"Zagreb, Croatia",0.00266
0,25,F,2,"Gunja, Croatia",0.00287
0,44,M,4,"Nasice, Croatia",0.00297
0,20,M,2,"Split, Croatia",0.00278
0,21,M,10,unkown,0.00333
0,22,M,11,"Gijon, Asturias, Spain",0.00395
0,24,F,4,"Cirkvena, Croatia",0.00305
0,47,F,2,"Koritna, Croatia",0.00272
0,22,F,31,unkown,0.00631
0,29,F,1,"Zagreb, Croatia",0.00266
0,24,F,2,"Donja Stubica, Croatia",0.00289
0,23,M,3,"Osijek, Croatia",0.00285
0,23,F,6,"Zapresic, Croatia",0.00328
0,32,F,18,"Zagreb, Croatia",0.00422
0,21,F,9,"London, UK",0.00316
0,25,F,1,"Posusje, Bosnia and Herzegovina",0.00272
0,19,M,13,"Split, Croatia",0.00368
0,46,M,21,"Hrvace, Croatia",0.00611
0,30,M,3,unkown,0.00287
0,19,M,4,"Zagreb, Croatia",0.00306
0,44,F,11,"Cres, Croatia",0.00371
0,23,M,1,unkown,0.00272
0,18,F,1,"Sesvete, Croatia",0.00274
0,23,F,1,"Popovaca, Croatia",0.00265
0,32,M,11,"Zagreb, Croatia",0.00541
0,29,M,7,"Velika Gorica, Croatia",0.00373
0,37,M,4,"Vodice, Croatia",0.00293
0,34,M,4,"53231, Plitvicka Jezera, Croatia",0.00307
0,26,M,1,"Donji Tovarnik, Serbia",0.00273
0,45,F,1,"Vienna, Austria",0.00269
0,59,F,1,"Split, Croatia",0.00278
0,22,F,1,"Split, Croatia",0.00265
0,27,F,7,"Zagreb, Croatia",0.0032
0,20,F,4,"Zagreb, Croatia",0.00284
0,21,M,15,"Zagreb, Croatia",0.00509
0,30,F,5,"Metkovic, Croatia",0.00307
0,42,F,5,"Vinkovci, Croatia",0.00309
0,22,F,20,"Zupanja, Croatia",0.00459
0,37,M,1,"Klis, Croatia",0.00265
0,48,F,4,"Kastel Sucurac, Croatia",0.00301
0,43,M,2,"Brestovac, Croatia",0.00279
0,23,F,4,"Stanley FIQQ 1ZZ, Falkland Islands (Islas Malvinas)",0.00299
0,19,F,12,unkown,0.00503
0,21,M,2,"Lipik, Croatia",0.00302
0,48,M,5,"Cres, Croatia",0.00304
0,20,M,5,"Busovaca, Bosnia and Herzegovina",0.00384
0,18,F,13,"Zagreb, Croatia",0.00499
0,26,F,2,"Split, Croatia",0.00274
0,27,F,17,"Nasice, Croatia",0.00392
0,33,M,14,"Zagreb, Croatia",0.00421
0,18,F,2,"Zagreb, Croatia",0.00271
0,29,F,2,"Split, Croatia",0.00273
0,19,M,14,"Novi Mihaljevci, Croatia",0.00385
0,22,M,21,"Zagreb, Croatia",0.00498
0,22,F,14,"Osijek, Croatia",0.00371
0,54,M,2,unkown,0.00272
0,21,M,6,"Zagreb, Croatia",0.00306
0,19,F,1,unkown,0.00266
0,34,M,12,"Pakrac, Croatia",0.00356
0,21,F,2,unkown,0.00272
0,36,M,2,"Hum na Sutli, Croatia",0.0028
0,21,M,14,"Zagreb, Croatia",0.00433
0,32,F,2,"Kastel Stafilic, Croatia",0.00271
0,18,M,6,"New York, NY, USA",0.00307
0,56,F,1,"Zagreb, Croatia",0.00273
0,23,F,3,"Osijek, Croatia",0.00278
0,33,M,3,"Split, Croatia",0.00335
0,37,F,2,"Zabok, Croatia",0.00272
0,33,M,6,"Zagreb, Croatia",0.00552
0,19,M,2,"49218, Pregrada, Croatia",0.00276
0,23,M,2,"Kastel Kambelovac, Croatia",0.00304
0,13,F,1,unkown,0.00269
0,36,M,1,"Podstrana, Croatia",0.00267
0,40,F,4,"Vinkovci, Croatia",0.00299
0,21,M,1,"Split, Croatia",0.00266
0,22,M,12,"Zagreb, Croatia",0.00583
0,23,M,5,"42220, Novi Marof, Croatia",0.00311
0,18,F,20,"Pozega, Croatia",0.00438
0,21,F,2,"49216, Desinic, Croatia",0.00275
0,22,F,3,"Mostar, Bosnia and Herzegovina",0.00281
0,17,F,3,unkown,0.00291
0,38,F,3,"Zagreb, Croatia",0.00291
0,39,M,4,"Sisak, Croatia",0.00295
0,23,M,4,"Otok, Croatia",0.00305
0,18,M,13,"Varazdin, Croatia",0.00401
0,30,F,3,"Pakrac, Croatia",0.00282
0,44,F,1,"Pozega, Serbia",0.0027
0,19,F,12,"Zagreb, Croatia",0.00439
0,20,F,6,unkown,0.00426
0,20,F,5,"Mostar, Bosnia and Herzegovina",0.00299
0,38,M,5,"Zagreb, Croatia",0.0037
0,20,M,19,"Zagreb, Croatia",0.00716
0,24,F,25,"Zagreb, Croatia",0.01163
0,21,F,9,"Split, Croatia",0.00393
0,25,F,43,"Rotterdam, The Netherlands",0.01208
0,21,F,3,"Zadar, Croatia",0.00285
0,22,F,19,"Zagreb, Croatia",0.00888
0,27,F,3,"Donji Miholjac, Croatia",0.00325
0,19,F,4,"Osijek, Croatia",0.00288
0,25,M,36,unkown,0.01073
0,22,F,16,"Beli Manastir, Croatia",0.00498
0,36,M,3,"Zagreb, Croatia",0.00466
0,16,F,2,"Zagreb, Croatia",0.00297
0,20,M,2,"Zagreb, Croatia",0.00286
0,28,F,5,"Split, Croatia",0.00344
0,24,F,1,"Sestanovac, Croatia",0.00266
0,107,F,2,"Vrbovsko, Croatia",0.00275
0,22,M,5,unkown,0.00401
0,20,F,20,"Dugo Selo, Croatia",0.00636
0,34,F,1,unkown,0.00282
0,18,F,11,"Milan, Italy",0.00366
0,48,F,2,"Zagreb, Croatia",0.00299
0,43,M,3,"Zagreb, Croatia",0.0029
0,17,F,7,"Zagreb, Croatia",0.00419
0,21,F,3,"Zagreb, Croatia",0.00279
0,35,F,3,"Pirovac, Croatia",0.00281
0,47,F,4,unkown,0.00345
0,26,M,13,"Zagreb, Croatia",0.00447
0,22,F,5,"Zagreb, Croatia",0.00307
0,17,F,3,"Nasice, Croatia",0.00286
0,18,M,3,"Stitar, Croatia",0.00279
0,19,F,4,"Zagreb, Croatia",0.0029
0,21,F,9,"Ludbreg, Croatia",0.00347
0,34,M,7,"Zagreb, Croatia",0.00365
0,18,F,8,"Pula, Croatia",0.00327
0,29,F,18,"Rijeka Rezevici, Montenegro",0.00589
0,17,F,6,"34310, Pleternica, Croatia",0.00326
0,28,M,9,"Zagreb, Croatia",0.00505
0,19,F,3,unkown,0.00284
0,18,F,9,"Cepin, Croatia",0.00312
0,42,F,2,"Beverly Hills, CA, USA",0.00337
0,22,M,26,"Dugo Selo, Croatia",0.00746
0,18,F,2,"Lisbon, Portugal",0.00271
0,40,F,9,"San Diego, CA, USA",0.00516
0,18,F,1,"Split, Croatia",0.00266
0,19,M,6,"Split, Croatia",0.00325
0,36,M,1,"Zagreb, Croatia",0.00269
0,21,F,6,"42220, Novi Marof, Croatia",0.00328
0,20,F,1,"Zagreb, Croatia",0.00265
0,23,M,23,unkown,0.00682
0,19,F,7,"Rijeka, Croatia",0.00315
0,15,M,3,"Cirkvena, Croatia",0.00296
0,38,F,5,"Pleternicki Mihaljevci, Croatia",0.00364
0,33,M,2,"Trogir, Croatia",0.00272
0,29,M,11,unkown,0.00461
0,37,F,2,unkown,0.00278
0,32,F,1,unkown,0.00375
0,33,F,6,"Zagreb, Croatia",0.00349
0,19,M,21,"34310, Pleternica, Croatia",0.00515
0,26,M,2,"Pozeska Koprivnica, Croatia",0.00273
0,45,F,3,"Split, Croatia",0.00298
0,43,M,3,"Trogir, Croatia",0.00342
0,25,M,8,"Zagreb, Croatia",0.00407
0,34,M,3,"Klis, Croatia",0.0034
0,21,F,16,"Eminovci, Croatia",0.00444
0,51,M,4,"Podbablje Gornje, Croatia",0.00363
0,34,F,5,"Kastel Stafilic, Croatia",0.00311
0,17,F,2,"Zagreb, Croatia",0.00272
0,41,F,2,"Karlovac, Croatia",0.00275
0,19,F,10,"Zagreb, Croatia",0.00348
0,17,F,8,"Trapari, Croatia",0.00317
0,27,F,3,"Zagreb, Croatia",0.00284
0,21,M,15,"Samoborski Otok, Croatia",0.00569
0,25,M,24,"Zagreb, Croatia",0.01188
0,21,F,11,"Zagreb, Croatia",0.00413
0,22,M,5,unkown,0.00448
0,19,M,5,"Mostar, Bosnia and Herzegovina",0.00314
0,32,F,30,"52000, Pazin, Croatia",0.00935
0,19,F,5,"Kastel Gomilica, Croatia",0.00289
0,21,F,25,"Sutivan, Croatia",0.00781
0,25,F,43,"Zagreb, Croatia",0.01331
0,26,F,8,"Split, Croatia",0.0035
0,21,M,10,"Trski Vrh, Croatia",0.0034
0,22,M,8,"Mexico, Philippines",0.00327
0,30,F,1,"Zagreb, Croatia",0.00286
0,22,F,13,"Pozega, Croatia",0.00398
0,18,F,6,"21230, Sinj, Croatia",0.00297
0,29,F,13,"Zagreb, Croatia",0.00421
0,30,M,1,unkown,0.00266
0,26,M,4,"Makarska, Croatia",0.00304
0,35,F,1,"49218, Pregrada, Croatia",0.004
0,59,F,13,"Makarska, Croatia",0.00461
0,48,F,4,"Zagreb, Croatia",0.00292
0,18,F,1,"Nazareth, Israel",0.00266
0,18,F,3,"Split, Croatia",0.00327
0,21,F,19,"Srednje Selo, Croatia",0.00469
0,22,F,7,"Belgrade, Serbia",0.00398
0,14,M,1,"Sesvete, Croatia",0.00266
0,33,F,46,"Zagreb, Croatia",0.02944
0,23,F,3,"Zagreb, Croatia",0.00287
0,17,F,44,"Jaksic, Croatia",0.00663
0,104,M,7,"Vienna, Austria",0.00447
0,19,M,5,"Varazdin, Croatia",0.00293
0,24,M,47,"Zapresic, Croatia",0.01321
0,28,F,42,"Zagreb, Croatia",0.01326
0,25,M,50,"Zagreb, Croatia",0.02176
0,19,M,29,"Zagreb, Croatia",0.00542
0,30,F,28,"Zagreb, Croatia",0.00781
0,31,M,4,"49215, Tuhelj, Croatia",0.00296
0,28,M,3,"Metkovic, Croatia",0.00281
0,19,M,3,"Zagreb, Croatia",0.00353
0,19,M,5,"34310, Pleternica, Croatia",0.00291
0,17,F,1,"Zagreb, Croatia",0.00266
0,86,M,3,unkown,0.00302
0,26,M,2,"Benkovac, Croatia",0.0028
0,22,F,9,"Zagreb, Croatia",0.00397
0,23,M,3,"Slavonski Brod, Croatia",0.00284
0,34,F,4,"Pakrac, Croatia",0.00322
0,36,F,3,"Pula, Croatia",0.0029
0,22,M,3,"Split, Croatia",0.00283
0,47,F,1,unkown,0.00266
0,22,M,15,"Zagreb, Croatia",0.00578
0,23,M,14,"Sikirevci, Croatia",0.00479
0,39,F,4,"Zagreb, Croatia",0.00296
0,27,F,6,"Dugo Selo, Croatia",0.00327
0,22,M,39,"Zagreb, Croatia",0.01271
0,53,M,9,"Zagreb, Croatia",0.00413
0,23,F,1,"Vrpolje, Croatia",0.00266
0,19,F,2,"Nova Gradiska, Croatia",0.00276
0,18,M,5,unkown,0.00302
0,36,M,5,unkown,0.00358
0,20,F,19,"Zagreb, Croatia",0.00497
0,52,F,1,"Zagreb, Croatia",0.00267
0,21,M,2,"Sesvete, Croatia",0.00271
0,15,F,1,unkown,0.00266
0,49,F,2,"Kutina, Croatia",0.00272
0,21,M,8,"Zagreb, Croatia",0.00354
0,23,M,26,"Zagreb, Croatia",0.01271
0,46,M,2,"52000, Pazin, Croatia",0.00287
0,35,M,4,"Vinkovci, Croatia",0.00304
0,17,F,8,"Klis, Croatia",0.00311
0,33,F,1,"Supetar, Croatia",0.00271
0,40,F,4,"Zagreb, Croatia",0.00286
0,49,M,4,"Rijeka, Croatia",0.00401
0,34,F,2,"Cacinci, Croatia",0.00273
0,27,F,8,"Kutjevo, Croatia",0.00365
0,18,M,1,unkown,0.00267
0,33,F,1,unkown,0.00269
0,21,M,6,"Split, Croatia",0.0031
0,26,F,1,"Zagreb, Croatia",0.00266
0,32,F,5,"Pag, Croatia",0.0035
0,25,F,12,"Zagreb, Croatia",0.00662
0,27,F,1,"Rab, Croatia",0.0027
0,18,M,3,"Mostar, Bosnia and Herzegovina",0.0032
0,18,F,9,"Pozega, Croatia",0.00355
0,24,M,14,unkown,0.00581
0,19,F,2,"Zagreb, Croatia",0.00279
0,18,M,4,"Otok, Croatia",0.00295
0,15,F,1,"Hrvatska Dubica, Croatia",0.00266
0,21,M,2,"Dugopolje, Croatia",0.00273
0,21,M,11,"Zagreb, Croatia",0.00392
0,21,F,4,"Pisarovina, Croatia",0.00303
0,21,F,3,"Varazdin, Croatia",0.00284
0,19,M,5,"Pozega, Croatia",0.00294
0,18,M,3,"Mostar, Bosnia and Herzegovina",0.00283
0,28,M,1,unkown,0.0028
0,22,F,2,"Zagreb, Croatia",0.0028
0,22,M,2,"Mostar, Bosnia and Herzegovina",0.00278
0,38,M,1,"Zadar, Croatia",0.00268
0,18,F,6,"Varazdin, Croatia",0.00296
0,48,F,4,"Pozega, Croatia",0.0031
0,34,M,1,unkown,0.00272
0,24,F,5,"Hreljin, Croatia",0.0031
0,29,M,2,"Zagreb, Croatia",0.0029
0,20,F,21,"Velika, Croatia",0.00446
0,18,M,7,"Posusje, Bosnia and Herzegovina",0.00382
0,60,F,2,"Dubovac, Croatia",0.00297
0,30,M,2,"Osijek, Croatia",0.00283
0,36,F,1,unkown,0.00276
0,20,M,5,"Zagreb, Croatia",0.00293
0,23,M,1,"Varazdin, Croatia",0.00298
0,49,F,5,"22300, Knin, Croatia",0.00309
0,32,M,3,"Capljina, Bosnia and Herzegovina",0.00285
0,18,F,9,unkown,0.00342
0,32,M,4,"Zagreb, Croatia",0.00424
0,21,F,3,"Velika Gorica, Croatia",0.00356
0,35,M,11,"Zagreb, Croatia",0.00446
0,20,F,3,"Dugo Selo, Croatia",0.0028
0,23,F,4,unkown,0.00285
0,20,F,2,"51213, Jurdani, Croatia",0.00277
0,16,F,5,"Pozega, Croatia",0.003
0,19,F,4,"Zagreb, Croatia",0.00287
0,23,M,2,"Samobor, Croatia",0.00299
0,23,F,1,"Varazdin, Croatia",0.00266
0,23,F,2,"Slatina, Croatia",0.00275
0,58,F,2,"Zagreb, Croatia",0.00271
0,30,F,2,"Sibenik, Croatia",0.00274
0,49,F,7,"Grobnik, Croatia",0.00327
0,21,M,4,"Cakovec, Croatia",0.00298
0,36,M,8,"Donji Kraljevec, Croatia",0.00515
0,18,M,5,"Pula, Croatia",0.00306
0,19,F,15,"Trski Vrh, Croatia",0.0081
0,21,F,3,unkown,0.00277
0,24,M,6,"Zagreb, Croatia",0.00353
0,21,F,32,"Zagreb, Croatia",0.00944
0,41,F,7,"Zagreb, Croatia",0.00462
0,22,M,3,"Zagreb, Croatia",0.00322
0,23,M,39,"Zagreb, Croatia",0.01754
0,100,F,14,"Nasice, Croatia",0.00426
0,30,F,2,"Sisak, Croatia",0.00276
0,20,F,14,"Zagreb, Croatia",0.00726
0,46,F,2,"Mostar, Bosnia and Herzegovina",0.00375
0,17,F,10,"Split, Croatia",0.00367
0,19,F,3,"42220, Novi Marof, Croatia",0.00326
0,23,M,2,unkown,0.00272
0,18,F,1,"Klis, Croatia",0.00279
0,21,F,52,"Zagreb, Croatia",0.01351
0,18,F,5,unkown,0.00329
0,18,F,3,"Kastel Gomilica, Croatia",0.00277
0,19,M,6,"Split, Croatia",0.0031
0,38,M,16,"Zagreb, Croatia",0.00723
0,19,M,7,"Split, Croatia",0.00303
0,23,M,5,unkown,0.00325
0,21,M,26,"Zagreb, Croatia",0.01085
0,30,M,2,"Zagreb, Croatia",0.00282
0,29,F,9,unkown,0.00583
0,19,F,29,unkown,0.00748
0,17,F,13,"Slavonski Brod, Croatia",0.00359
0,23,M,3,"Veprinac, Croatia",0.00278
0,23,M,63,"Zagreb, Croatia",0.01589
0,41,M,6,"Osijek, Croatia",0.00328
0,31,F,3,"Zagreb, Croatia",0.00438
0,19,M,1,"Zagreb, Croatia",0.00267
0,43,F,3,"Zagreb, Croatia",0.00364
0,38,F,36,"Zagreb, Croatia",0.02033
0,31,M,1,"Jelsa, Croatia",0.00266
0,31,M,2,"Westminster, MD, USA",0.00272
0,20,F,2,unkown,0.00274
0,19,M,5,"Prelog, Croatia",0.00323
0,30,F,17,"Zagreb, Croatia",0.00647
0,101,F,7,"Havana, Cuba",0.00349
0,21,F,14,"Zagreb, Croatia",0.00446
0,21,F,29,"Zagreb, Croatia",0.00718
0,24,F,13,"Las Palmas de Gran Canaria, Las Palmas, Spain",0.008
0,41,F,16,unkown,0.00445
0,30,F,13,"Osijek, Croatia",0.00727
0,25,F,4,unkown,0.00363
0,21,M,17,"Zagreb, Croatia",0.00618
0,18,F,6,unkown,0.00346
0,19,F,8,"Pozega, Croatia",0.00331
0,42,M,6,"Pozega, Croatia",0.00311
0,25,F,5,unkown,0.00309
0,17,F,6,unkown,0.00299
0,27,M,5,unkown,0.00631
0,38,M,19,"Zagreb, Croatia",0.00556
0,103,F,5,"Zagreb, Croatia",0.0032
0,44,M,3,"Split, Croatia",0.00278
0,28,M,1,unkown,0.00337
0,16,F,3,"Zagreb, Croatia",0.00279
0,21,M,4,"Zagreb, Croatia",0.00317
0,28,F,29,"Zagreb, Croatia",0.00808
0,31,M,2,"Rajsavac, Croatia",0.00276
0,24,M,3,"Osijek, Croatia",0.00287
0,38,M,2,"44415, Topusko, Croatia",0.00272
0,17,F,6,"Split, Croatia",0.00297
0,23,M,11,"Zagreb, Croatia",0.00553
0,19,M,6,"Zagreb, Croatia",0.00339
0,30,F,2,"Bjelovar, Croatia",0.00281
0,19,F,1,"Ivankovo, Croatia",0.00265
0,26,F,4,"Rijeka, Croatia",0.00286
0,20,M,30,"Dubrovnik, Croatia",0.00656
0,19,M,5,"Sisak, Croatia",0.00303
0,23,M,12,unkown,0.0055
0,49,F,10,"Split, Croatia",0.00338
0,40,M,1,"Zagreb, Croatia",0.00266
0,29,F,8,"Zagreb, Croatia",0.00445
0,50,M,35,"Zagreb, Croatia",0.01454
0,70,M,3,"Split, Croatia",0.00279
0,17,F,2,"Samobor, Croatia",0.00282
0,32,F,9,unkown,0.00371
0,38,F,1,unkown,0.00333
0,27,F,14,"Rijeka, Croatia",0.00421
0,17,M,1,"Sibenik, Croatia",0.00267
0,27,F,2,"Bruges, Belgium",0.00299
0,57,F,11,"Osijek, Croatia",0.00391
0,52,F,1,"Lugano, Switzerland",0.0027
0,28,F,1,"Vukovar, Croatia",0.00275
0,29,F,29,"Zagreb, Croatia",0.01307
0,33,F,1,"Zagreb, Croatia",0.00322
0,21,F,13,"Ludbreg, Croatia",0.00378
0,20,F,6,"Siroki Brijeg, Bosnia and Herzegovina",0.00296
0,19,F,1,"Celje, Slovenia",0.00266
0,17,M,12,"Pozega, Croatia",0.00421
0,28,M,7,"Dakovo, Croatia",0.00455
0,20,F,3,"Split, Croatia",0.00286
0,49,F,3,unkown,0.00311
0,23,F,38,"Springfield, OH, USA",0.01281
0,21,F,15,"Zagreb, Croatia",0.00463
0,32,M,11,"Zagreb, Croatia",0.00652
0,19,F,8,"Siroki Brijeg, Bosnia and Herzegovina",0.0032
0,20,M,3,"Varazdin, Croatia",0.00277
0,18,F,1,unkown,0.0027
0,71,F,1,"Sopje, Croatia",0.00265
0,20,M,1,"Slavonski Brod, Croatia",0.00265
0,108,F,10,"Zagreb, Croatia",0.0034
0,19,F,1,"Popovaca, Croatia",0.00267
0,22,F,8,"Zagreb, Croatia",0.00396
0,51,M,6,"Tijarica, Croatia",0.00319
0,18,M,11,"Amsterdam, The Netherlands",0.00373
0,27,M,4,"Koprivnica, Croatia",0.0036
0,22,M,11,unkown,0.00447
0,18,M,11,"Split, Croatia",0.00396
0,22,M,1,"Samobor, Croatia",0.00269
0,16,F,2,"Velika Gorica, Croatia",0.00273
0,34,F,3,"Zagreb, Croatia",0.00302
0,33,M,5,"Westminster, MD, USA",0.00294
0,17,F,2,"Split, Croatia",0.00274
0,53,F,3,unkown,0.00282
0,23,M,1,"Sibenik, Croatia",0.00287
0,20,M,31,"Zagreb, Croatia",0.01378
0,49,F,7,"Zagreb, Croatia",0.00342
0,33,M,231,"Zagreb, Croatia",0.11189
0,18,F,2,"Tomislavgrad, Bosnia and Herzegovina",0.00272
0,27,M,10,"Dubrovnik, Croatia",0.00469
0,19,F,1,"Zagreb, Croatia",0.00266
0,24,F,5,"Zagreb, Croatia",0.00362
0,25,F,11,unkown,0.00334
0,24,F,45,"Zagreb, Croatia",0.01295
0,21,F,16,unkown,0.004
0,40,M,7,"Split, Croatia",0.00418
0,48,M,2,unkown,0.00272
0,19,F,5,"Lucko, Croatia",0.00305
0,32,F,14,"Kaptol, Croatia",0.0043
0,20,M,3,"Mraclin, Croatia",0.00315
0,32,F,3,"Dubrovnik, Croatia",0.0029
0,21,F,6,"Rijeka, Croatia",0.003
0,25,M,6,"Sibenik, Croatia",0.00295
0,27,M,33,unkown,0.01695
0,21,M,2,"Zadar, Croatia",0.00275
0,21,F,25,"Slavonski Brod, Croatia",0.00428
0,24,F,9,"Osijek, Croatia",0.00344
0,48,M,2,"52341, Zminj, Croatia",0.00275
0,16,F,3,"Osijek, Croatia",0.00277
0,20,M,18,unkown,0.00576
0,19,M,8,unkown,0.00392
0,25,F,10,unkown,0.006
0,20,M,19,unkown,0.00605
0,27,F,3,"Podgora, Montenegro",0.00293
0,20,F,1,unkown,0.00266
0,28,F,3,"Zagreb, Croatia",0.00285
0,22,F,5,"Sredanci, Croatia",0.00291
0,31,F,8,"Zagreb, Croatia",0.0036
0,25,F,1,"Nustar, Croatia",0.00266
0,38,F,2,"Luka, Croatia",0.00308
0,38,M,2,"Petrijevci, Croatia",0.0029
0,25,M,27,"Zagreb, Croatia",0.00887
0,24,F,3,"Cork, Ireland",0.00283
0,31,F,11,"Dubrovnik, Croatia",0.0041
0,29,M,3,"Opuzen, Croatia",0.003
0,35,M,3,"Dubrovnik, Croatia",0.00298
0,21,M,4,"Zadar, Croatia",0.00286
0,23,F,46,"Zagreb, Croatia",0.01392
0,15,M,8,"Posusje, Bosnia and Herzegovina",0.00402
0,19,F,3,"Zadar, Croatia",0.00288
0,21,F,4,"Vinkovci, Croatia",0.00298
0,20,F,4,"Lahore, Pakistan",0.00284
0,26,M,4,"Vodice, Croatia",0.00286
0,17,M,3,"Zagreb, Croatia",0.00282
0,26,M,7,"Zagreb, Croatia",0.00448
0,40,M,4,"Split, Croatia",0.00283
0,33,F,2,"Zagreb, Croatia",0.00274
0,55,M,1,unkown,0.00269
0,35,M,5,"Slavonski Brod, Croatia",0.00304
0,21,M,5,"34330, Trnovac, Croatia",0.00307
0,21,M,70,"Zagreb, Croatia",0.01884
0,25,M,30,unkown,0.00958
0,16,F,1,"Majerje, Croatia",0.0027
0,27,F,1,"Rijeka, Croatia",0.00266
0,19,M,7,"Zagreb, Croatia",0.00321
0,20,M,2,unkown,0.00298
0,43,M,3,"21230, Sinj, Croatia",0.003
0,21,F,11,"Lipik, Croatia",0.00359
0,22,M,1,unkown,0.0027
0,19,F,3,"Zagreb, Croatia",0.00278
0,40,M,1,"Zapresic, Croatia",0.00268
0,30,F,5,"Velika Gorica, Croatia",0.00318
0,23,F,1,"Zagreb, Croatia",0.00285
0,25,M,20,"Zagreb, Croatia",0.00563
0,18,F,29,"Pozega, Serbia",0.00516
0,21,F,17,"Sukosan, Croatia",0.00544
0,21,M,4,unkown,0.00302
0,31,M,8,"Zagreb, Croatia",0.00371
0,25,M,16,"Vienna, Austria",0.00766
0,23,M,61,"Zagreb, Croatia",0.03229
0,25,F,12,unkown,0.00365
0,37,M,3,"Ludbreg, Croatia",0.0031
0,23,F,1,"Vukovar, Croatia",0.00266
0,20,M,15,"Dugo Selo, Croatia",0.00509
0,28,M,21,"Velika Gorica, Croatia",0.00431
0,24,M,18,"Zagreb, Croatia",0.0074
0,27,F,34,"Zagreb, Croatia",0.01138
0,24,F,16,"Zagreb, Croatia",0.00659
0,17,M,5,"Zagreb, Croatia",0.00412
0,22,F,5,"Kastav, Croatia",0.00355
0,18,F,8,"Struzec, Croatia",0.00354
0,16,F,13,"Pozega, Croatia",0.0038
0,42,M,1,"Lucerne, Switzerland",0.00311
0,18,M,6,"Durici, Croatia",0.00298
0,23,M,2,"Dubrovnik, Croatia",0.00271
0,22,F,11,"49246, Marija Bistrica, Croatia",0.00517
0,22,M,13,"Zagreb, Croatia",0.0066
0,26,M,4,unkown,0.00306
0,18,F,5,"Dubrovnik, Croatia",0.0029
0,31,F,2,"Plat, Croatia",0.00279
0,17,M,10,"Dugo Selo, Croatia",0.0036
0,26,M,6,"Zadar, Croatia",0.00412
0,25,F,10,"Split, Croatia",0.00763
0,49,F,4,"Arlov, Sweden",0.00292
0,14,F,1,"Osijek, Croatia",0.00306
0,47,F,7,"Osijek, Croatia",0.00355
0,33,M,6,"Nasice, Croatia",0.00311
0,27,M,6,"Dubrovnik, Croatia",0.00373
0,29,F,1,"Osijek, Croatia",0.00266
0,52,F,2,"Demerje, Croatia",0.00305
0,21,F,2,"Zagreb, Croatia",0.00282
0,18,M,9,"Split, Croatia",0.00349
